Date,Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
,Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,AAPL,0.309,neutral
,Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,MSFT,0.299,neutral
,IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,GOOG,0.431,positive
,IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,AAPL,0.407,positive
,IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,MSFT,0.404,positive
,Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,AAPL,0.412,negative
,Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,GOOG,0.395,negative
,Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,MSFT,0.394,negative
,"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,GOOG,0.424,neutral
,"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,AAPL,0.396,neutral
,"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,MSFT,0.379,neutral
,Daily Voice: Naveen Kulkarni of Axis Securities believes impact of India-Pakistan tensions on market will be short-lived,"A market rally from here will depend on earnings growth and the evolving macroeconomic scenario, which is getting better, said Naveen Kulkarni of Axis Securities.",https://www.moneycontrol.com/news/business/markets/daily-voice-naveen-kulkarni-of-axis-securities-believes-impact-of-india-pakistan-tensions-on-market-will-be-short-lived-13019543.html,GOOG,0.441,negative
,Daily Voice: Naveen Kulkarni of Axis Securities believes impact of India-Pakistan tensions on market will be short-lived,"A market rally from here will depend on earnings growth and the evolving macroeconomic scenario, which is getting better, said Naveen Kulkarni of Axis Securities.",https://www.moneycontrol.com/news/business/markets/daily-voice-naveen-kulkarni-of-axis-securities-believes-impact-of-india-pakistan-tensions-on-market-will-be-short-lived-13019543.html,MSFT,0.383,negative
,Daily Voice: Naveen Kulkarni of Axis Securities believes impact of India-Pakistan tensions on market will be short-lived,"A market rally from here will depend on earnings growth and the evolving macroeconomic scenario, which is getting better, said Naveen Kulkarni of Axis Securities.",https://www.moneycontrol.com/news/business/markets/daily-voice-naveen-kulkarni-of-axis-securities-believes-impact-of-india-pakistan-tensions-on-market-will-be-short-lived-13019543.html,AAPL,0.367,negative
,Govt temporarily shuts over 30 airports amid India-Pakistan tensions; here's the updated list,The Centre also ordered that security across all Indian airports and flights be raised to the highest level with immediate effect.,https://www.moneycontrol.com/news/business/govt-temporarily-shuts-over-30-airports-amid-india-pakistan-tensions-here-s-the-updated-list-13019573.html,AAPL,0.347,negative
,Govt temporarily shuts over 30 airports amid India-Pakistan tensions; here's the updated list,The Centre also ordered that security across all Indian airports and flights be raised to the highest level with immediate effect.,https://www.moneycontrol.com/news/business/govt-temporarily-shuts-over-30-airports-amid-india-pakistan-tensions-here-s-the-updated-list-13019573.html,MSFT,0.346,negative
,Govt temporarily shuts over 30 airports amid India-Pakistan tensions; here's the updated list,The Centre also ordered that security across all Indian airports and flights be raised to the highest level with immediate effect.,https://www.moneycontrol.com/news/business/govt-temporarily-shuts-over-30-airports-amid-india-pakistan-tensions-here-s-the-updated-list-13019573.html,GOOG,0.337,negative
,"Dr Reddy’s projects double-digit FY26 growth, eyes resuming manufacturing across US","CEO Erez Israeli has projected double-digit growth for FY26, primarily on the back of semaglutide launches and pipeline progress.",https://www.moneycontrol.com/news/business/earnings/dr-reddy-s-ceo-projects-double-digit-fy26-growth-with-keen-interest-in-resuming-manufacturing-across-us-13019512.html,MSFT,0.457,positive
,"Dr Reddy’s projects double-digit FY26 growth, eyes resuming manufacturing across US","CEO Erez Israeli has projected double-digit growth for FY26, primarily on the back of semaglutide launches and pipeline progress.",https://www.moneycontrol.com/news/business/earnings/dr-reddy-s-ceo-projects-double-digit-fy26-growth-with-keen-interest-in-resuming-manufacturing-across-us-13019512.html,GOOG,0.417,positive
,"Dr Reddy’s projects double-digit FY26 growth, eyes resuming manufacturing across US","CEO Erez Israeli has projected double-digit growth for FY26, primarily on the back of semaglutide launches and pipeline progress.",https://www.moneycontrol.com/news/business/earnings/dr-reddy-s-ceo-projects-double-digit-fy26-growth-with-keen-interest-in-resuming-manufacturing-across-us-13019512.html,AAPL,0.413,positive
,"India-New Zealand FTA: Next round of talks in July, aim to conclude negotiations by year-end","""Constructive negotiations were held across all areas of FTA including Trade in Goods and Services, Trade Facilitation and mutually beneficial sectors of economic co-operation. This engagement highlights the strategic importance both partners attach to building a mutually beneficial, balanced and a fair trade agreement,"" the commerce ministry said in a statement on May 9.",https://www.moneycontrol.com/news/business/india-new-zealand-fta-next-round-of-talks-in-july-aim-to-conclude-negotiations-by-year-end-13019524.html,GOOG,0.419,positive
,"India-New Zealand FTA: Next round of talks in July, aim to conclude negotiations by year-end","""Constructive negotiations were held across all areas of FTA including Trade in Goods and Services, Trade Facilitation and mutually beneficial sectors of economic co-operation. This engagement highlights the strategic importance both partners attach to building a mutually beneficial, balanced and a fair trade agreement,"" the commerce ministry said in a statement on May 9.",https://www.moneycontrol.com/news/business/india-new-zealand-fta-next-round-of-talks-in-july-aim-to-conclude-negotiations-by-year-end-13019524.html,MSFT,0.417,positive
,"India-New Zealand FTA: Next round of talks in July, aim to conclude negotiations by year-end","""Constructive negotiations were held across all areas of FTA including Trade in Goods and Services, Trade Facilitation and mutually beneficial sectors of economic co-operation. This engagement highlights the strategic importance both partners attach to building a mutually beneficial, balanced and a fair trade agreement,"" the commerce ministry said in a statement on May 9.",https://www.moneycontrol.com/news/business/india-new-zealand-fta-next-round-of-talks-in-july-aim-to-conclude-negotiations-by-year-end-13019524.html,AAPL,0.378,positive
,"After initial gains, US markets trade lower at mid day; S&P 500, Nasdaq Composite up 0.2%","At mid-day stocks such as Microchip Technologies, Lyft, Expedia and Insulet were among the bigger movers.",https://www.moneycontrol.com/news/business/markets/after-initial-gains-us-markets-trade-lower-at-mid-day-s-p-500-nasdaq-composite-up-0-2-13019523.html,AAPL,0.451,negative
,"After initial gains, US markets trade lower at mid day; S&P 500, Nasdaq Composite up 0.2%","At mid-day stocks such as Microchip Technologies, Lyft, Expedia and Insulet were among the bigger movers.",https://www.moneycontrol.com/news/business/markets/after-initial-gains-us-markets-trade-lower-at-mid-day-s-p-500-nasdaq-composite-up-0-2-13019523.html,GOOG,0.447,negative
,"After initial gains, US markets trade lower at mid day; S&P 500, Nasdaq Composite up 0.2%","At mid-day stocks such as Microchip Technologies, Lyft, Expedia and Insulet were among the bigger movers.",https://www.moneycontrol.com/news/business/markets/after-initial-gains-us-markets-trade-lower-at-mid-day-s-p-500-nasdaq-composite-up-0-2-13019523.html,MSFT,0.439,negative
,"India abstains from IMF vote on Pakistan, flags terror funding concerns","“While the concern that fungible inflows from international financial institutions, like IMF, could be misused for military and state sponsored cross border terrorist purposes resonated with several member countries, the IMF response is circumscribed by procedural and technical formalities,” says India.",https://www.moneycontrol.com/news/business/too-big-to-fail-too-risky-to-fund-india-abstains-from-imf-vote-on-pakistan-flags-terror-funding-concerns-13019509.html,GOOG,0.358,negative
,"India abstains from IMF vote on Pakistan, flags terror funding concerns","“While the concern that fungible inflows from international financial institutions, like IMF, could be misused for military and state sponsored cross border terrorist purposes resonated with several member countries, the IMF response is circumscribed by procedural and technical formalities,” says India.",https://www.moneycontrol.com/news/business/too-big-to-fail-too-risky-to-fund-india-abstains-from-imf-vote-on-pakistan-flags-terror-funding-concerns-13019509.html,MSFT,0.34,negative
,"India abstains from IMF vote on Pakistan, flags terror funding concerns","“While the concern that fungible inflows from international financial institutions, like IMF, could be misused for military and state sponsored cross border terrorist purposes resonated with several member countries, the IMF response is circumscribed by procedural and technical formalities,” says India.",https://www.moneycontrol.com/news/business/too-big-to-fail-too-risky-to-fund-india-abstains-from-imf-vote-on-pakistan-flags-terror-funding-concerns-13019509.html,AAPL,0.331,negative
,"SEBI suggests more flexibility for AIFs in co-investing, proposes setting up a separate scheme under the fund",The consultation paper also suggested other measures such as doing away with the prohibition on investment managers of AIFs providing advisory services in listed securities.,https://www.moneycontrol.com/news/business/markets/sebi-suggests-more-flexibility-for-aifs-in-co-investing-proposes-setting-up-a-separate-scheme-under-the-fund-13019494.html,GOOG,0.415,neutral
,"SEBI suggests more flexibility for AIFs in co-investing, proposes setting up a separate scheme under the fund",The consultation paper also suggested other measures such as doing away with the prohibition on investment managers of AIFs providing advisory services in listed securities.,https://www.moneycontrol.com/news/business/markets/sebi-suggests-more-flexibility-for-aifs-in-co-investing-proposes-setting-up-a-separate-scheme-under-the-fund-13019494.html,MSFT,0.385,neutral
,"SEBI suggests more flexibility for AIFs in co-investing, proposes setting up a separate scheme under the fund",The consultation paper also suggested other measures such as doing away with the prohibition on investment managers of AIFs providing advisory services in listed securities.,https://www.moneycontrol.com/news/business/markets/sebi-suggests-more-flexibility-for-aifs-in-co-investing-proposes-setting-up-a-separate-scheme-under-the-fund-13019494.html,AAPL,0.371,neutral
,Google settles Black employees' racial bias lawsuit for $50 million,"A preliminary settlement covering more than 4,000 Google employees in California and New York was filed on Thursday evening in the Oakland, California federal court, and requires a judge's approval.",https://www.moneycontrol.com/news/business/google-settles-black-employees-racial-bias-lawsuit-for-50-million-13019497.html,GOOG,0.516,neutral
,Google settles Black employees' racial bias lawsuit for $50 million,"A preliminary settlement covering more than 4,000 Google employees in California and New York was filed on Thursday evening in the Oakland, California federal court, and requires a judge's approval.",https://www.moneycontrol.com/news/business/google-settles-black-employees-racial-bias-lawsuit-for-50-million-13019497.html,AAPL,0.46,neutral
,Google settles Black employees' racial bias lawsuit for $50 million,"A preliminary settlement covering more than 4,000 Google employees in California and New York was filed on Thursday evening in the Oakland, California federal court, and requires a judge's approval.",https://www.moneycontrol.com/news/business/google-settles-black-employees-racial-bias-lawsuit-for-50-million-13019497.html,MSFT,0.449,neutral
,"India shines in EM rally as US domestic flows weaken, gold sees sell-off: Elara Securities","After two years of steady investment, US-based funds have witnessed outflows in six of the past seven weeks, marking the longest stretch of withdrawals since mid-2022, the report noted.",https://www.moneycontrol.com/news/business/india-shines-in-em-rally-as-us-domestic-flows-weaken-gold-sees-sell-off-elara-securities-13019445.html,GOOG,0.408,negative
,"India shines in EM rally as US domestic flows weaken, gold sees sell-off: Elara Securities","After two years of steady investment, US-based funds have witnessed outflows in six of the past seven weeks, marking the longest stretch of withdrawals since mid-2022, the report noted.",https://www.moneycontrol.com/news/business/india-shines-in-em-rally-as-us-domestic-flows-weaken-gold-sees-sell-off-elara-securities-13019445.html,MSFT,0.355,negative
,"India shines in EM rally as US domestic flows weaken, gold sees sell-off: Elara Securities","After two years of steady investment, US-based funds have witnessed outflows in six of the past seven weeks, marking the longest stretch of withdrawals since mid-2022, the report noted.",https://www.moneycontrol.com/news/business/india-shines-in-em-rally-as-us-domestic-flows-weaken-gold-sees-sell-off-elara-securities-13019445.html,AAPL,0.348,negative
,"Bulk deals: BOFA Securities Europe SA acquires 1.68% stake in Angel One, 0.72% shares in Nuvama Wealth","Angel One shares closed at Rs 2,328.50, down 0.23 percent, while Nuvama Wealth Management stock rose 1.25 percent to Rs 5,944.",https://www.moneycontrol.com/news/business/markets/bulk-deals-bofa-securities-europe-sa-acquires-1-68-stake-in-angel-one-0-72-shares-in-nuvama-wealth-13019452.html,GOOG,0.441,negative
,"Bulk deals: BOFA Securities Europe SA acquires 1.68% stake in Angel One, 0.72% shares in Nuvama Wealth","Angel One shares closed at Rs 2,328.50, down 0.23 percent, while Nuvama Wealth Management stock rose 1.25 percent to Rs 5,944.",https://www.moneycontrol.com/news/business/markets/bulk-deals-bofa-securities-europe-sa-acquires-1-68-stake-in-angel-one-0-72-shares-in-nuvama-wealth-13019452.html,MSFT,0.403,negative
,"Bulk deals: BOFA Securities Europe SA acquires 1.68% stake in Angel One, 0.72% shares in Nuvama Wealth","Angel One shares closed at Rs 2,328.50, down 0.23 percent, while Nuvama Wealth Management stock rose 1.25 percent to Rs 5,944.",https://www.moneycontrol.com/news/business/markets/bulk-deals-bofa-securities-europe-sa-acquires-1-68-stake-in-angel-one-0-72-shares-in-nuvama-wealth-13019452.html,AAPL,0.372,negative
,SIP stoppage ratio hits record 296% in April amidst record monthly flows as well,"There has been a jump in the SIP stoppage ratio since January as the metric has been over 100 percent in each of the last four months. In other words, the number of SIP accounts closed or matured has consistently been higher than the number of new SIP accounts opened during the month.",https://www.moneycontrol.com/news/business/markets/sip-stoppage-ratio-hits-record-296-in-april-amidst-record-monthly-flows-as-well-13019434.html,MSFT,0.392,positive
,SIP stoppage ratio hits record 296% in April amidst record monthly flows as well,"There has been a jump in the SIP stoppage ratio since January as the metric has been over 100 percent in each of the last four months. In other words, the number of SIP accounts closed or matured has consistently been higher than the number of new SIP accounts opened during the month.",https://www.moneycontrol.com/news/business/markets/sip-stoppage-ratio-hits-record-296-in-april-amidst-record-monthly-flows-as-well-13019434.html,GOOG,0.384,positive
,SIP stoppage ratio hits record 296% in April amidst record monthly flows as well,"There has been a jump in the SIP stoppage ratio since January as the metric has been over 100 percent in each of the last four months. In other words, the number of SIP accounts closed or matured has consistently been higher than the number of new SIP accounts opened during the month.",https://www.moneycontrol.com/news/business/markets/sip-stoppage-ratio-hits-record-296-in-april-amidst-record-monthly-flows-as-well-13019434.html,AAPL,0.317,positive
,How two siblings in Jammu and Pathankot survived the night Pakistan rained hundreds of drones on India: A first-person account,"Two siblings — in Jammu and Pathankot — recount a night of blackouts, sirens, and dread on May 8 as drones flew overhead and whispers of war spread faster than facts.",https://www.moneycontrol.com/news/business/economy/how-two-siblings-in-jammu-and-pathankot-survived-the-night-pakistan-rained-hundreds-of-drones-on-india-a-first-person-account-13019419.html,AAPL,0.376,neutral
,How two siblings in Jammu and Pathankot survived the night Pakistan rained hundreds of drones on India: A first-person account,"Two siblings — in Jammu and Pathankot — recount a night of blackouts, sirens, and dread on May 8 as drones flew overhead and whispers of war spread faster than facts.",https://www.moneycontrol.com/news/business/economy/how-two-siblings-in-jammu-and-pathankot-survived-the-night-pakistan-rained-hundreds-of-drones-on-india-a-first-person-account-13019419.html,GOOG,0.372,neutral
,How two siblings in Jammu and Pathankot survived the night Pakistan rained hundreds of drones on India: A first-person account,"Two siblings — in Jammu and Pathankot — recount a night of blackouts, sirens, and dread on May 8 as drones flew overhead and whispers of war spread faster than facts.",https://www.moneycontrol.com/news/business/economy/how-two-siblings-in-jammu-and-pathankot-survived-the-night-pakistan-rained-hundreds-of-drones-on-india-a-first-person-account-13019419.html,MSFT,0.368,neutral
,Mother’s Day Special: From ABC to SIP — how new-age moms make their kids money savvy,"These financially-savvy mummies manage their own finances while raising the next generation of investors by starting them off when they’re as little as four, with a piggy bank and dreams of new toys.",https://www.moneycontrol.com/news/business/personal-finance/mother-s-day-special-from-abc-to-sip-how-new-age-moms-make-their-kids-money-savvy-13019373.html,GOOG,0.406,neutral
,Mother’s Day Special: From ABC to SIP — how new-age moms make their kids money savvy,"These financially-savvy mummies manage their own finances while raising the next generation of investors by starting them off when they’re as little as four, with a piggy bank and dreams of new toys.",https://www.moneycontrol.com/news/business/personal-finance/mother-s-day-special-from-abc-to-sip-how-new-age-moms-make-their-kids-money-savvy-13019373.html,AAPL,0.397,neutral
,Mother’s Day Special: From ABC to SIP — how new-age moms make their kids money savvy,"These financially-savvy mummies manage their own finances while raising the next generation of investors by starting them off when they’re as little as four, with a piggy bank and dreams of new toys.",https://www.moneycontrol.com/news/business/personal-finance/mother-s-day-special-from-abc-to-sip-how-new-age-moms-make-their-kids-money-savvy-13019373.html,MSFT,0.392,neutral
,India mobilizes emergency health systems amid Operation Sindoor,"Union Health Minister J.P. Nadda chaired a high-level review meeting to assess the country’s emergency health systems preparedness, signaling a full-spectrum mobilization of medical infrastructure in anticipation of potential conflict-related casualties.",https://www.moneycontrol.com/news/india/india-mobilizes-emergency-health-systems-amid-operation-sindoor-13019413.html,MSFT,0.382,positive
,India mobilizes emergency health systems amid Operation Sindoor,"Union Health Minister J.P. Nadda chaired a high-level review meeting to assess the country’s emergency health systems preparedness, signaling a full-spectrum mobilization of medical infrastructure in anticipation of potential conflict-related casualties.",https://www.moneycontrol.com/news/india/india-mobilizes-emergency-health-systems-amid-operation-sindoor-13019413.html,AAPL,0.355,positive
,India mobilizes emergency health systems amid Operation Sindoor,"Union Health Minister J.P. Nadda chaired a high-level review meeting to assess the country’s emergency health systems preparedness, signaling a full-spectrum mobilization of medical infrastructure in anticipation of potential conflict-related casualties.",https://www.moneycontrol.com/news/india/india-mobilizes-emergency-health-systems-amid-operation-sindoor-13019413.html,GOOG,0.351,positive
,"'Fitting reply': India justifies strike on Bahawalpur facility, cites JeM link to Daniel Pearl's death","One of the nine terror infrastructure targets destroyed in the early hours of May 7 included a facility in Bahawalpur, long known as the stronghold of the Jaish-e-Mohammed (JeM), the terrorist organisation led by Masood Azhar",https://www.moneycontrol.com/news/business/fitting-reply-india-justifies-strike-on-bahawalpur-facility-cites-jem-link-to-daniel-pearl-s-death-13019426.html,AAPL,0.393,negative
,"'Fitting reply': India justifies strike on Bahawalpur facility, cites JeM link to Daniel Pearl's death","One of the nine terror infrastructure targets destroyed in the early hours of May 7 included a facility in Bahawalpur, long known as the stronghold of the Jaish-e-Mohammed (JeM), the terrorist organisation led by Masood Azhar",https://www.moneycontrol.com/news/business/fitting-reply-india-justifies-strike-on-bahawalpur-facility-cites-jem-link-to-daniel-pearl-s-death-13019426.html,MSFT,0.362,negative
,"'Fitting reply': India justifies strike on Bahawalpur facility, cites JeM link to Daniel Pearl's death","One of the nine terror infrastructure targets destroyed in the early hours of May 7 included a facility in Bahawalpur, long known as the stronghold of the Jaish-e-Mohammed (JeM), the terrorist organisation led by Masood Azhar",https://www.moneycontrol.com/news/business/fitting-reply-india-justifies-strike-on-bahawalpur-facility-cites-jem-link-to-daniel-pearl-s-death-13019426.html,GOOG,0.359,negative
,"After 16 consecutive sessions of buying, FIIs net sell shares worth Rs 3799 crore, DIIs net buy Rs 7278 crore","DIIs recorded gross purchases worth Rs 15,547 and sold Rs 8,269 crore. FPIs bought equities worth Rs 11,483 crore and sold 15,281 crore.",https://www.moneycontrol.com/news/business/markets/after-16-consecutive-sessions-of-buying-fiis-net-sell-shares-worth-rs-3799-crore-diis-net-buy-rs-7278-crore-13019285.html,GOOG,0.411,neutral
,"After 16 consecutive sessions of buying, FIIs net sell shares worth Rs 3799 crore, DIIs net buy Rs 7278 crore","DIIs recorded gross purchases worth Rs 15,547 and sold Rs 8,269 crore. FPIs bought equities worth Rs 11,483 crore and sold 15,281 crore.",https://www.moneycontrol.com/news/business/markets/after-16-consecutive-sessions-of-buying-fiis-net-sell-shares-worth-rs-3799-crore-diis-net-buy-rs-7278-crore-13019285.html,MSFT,0.392,neutral
,"After 16 consecutive sessions of buying, FIIs net sell shares worth Rs 3799 crore, DIIs net buy Rs 7278 crore","DIIs recorded gross purchases worth Rs 15,547 and sold Rs 8,269 crore. FPIs bought equities worth Rs 11,483 crore and sold 15,281 crore.",https://www.moneycontrol.com/news/business/markets/after-16-consecutive-sessions-of-buying-fiis-net-sell-shares-worth-rs-3799-crore-diis-net-buy-rs-7278-crore-13019285.html,AAPL,0.337,neutral
,Aggregate net profit growth halves as disappointing results pour in during the week,"The aggregate net profit year-on-year growth is pegged at about 10 percent, according to an analysis of 472 firms.",https://www.moneycontrol.com/news/business/earnings/aggregate-net-profit-growth-halves-as-disappointing-results-pour-in-during-the-week-13019417.html,GOOG,0.417,negative
,Aggregate net profit growth halves as disappointing results pour in during the week,"The aggregate net profit year-on-year growth is pegged at about 10 percent, according to an analysis of 472 firms.",https://www.moneycontrol.com/news/business/earnings/aggregate-net-profit-growth-halves-as-disappointing-results-pour-in-during-the-week-13019417.html,MSFT,0.407,negative
,Aggregate net profit growth halves as disappointing results pour in during the week,"The aggregate net profit year-on-year growth is pegged at about 10 percent, according to an analysis of 472 firms.",https://www.moneycontrol.com/news/business/earnings/aggregate-net-profit-growth-halves-as-disappointing-results-pour-in-during-the-week-13019417.html,AAPL,0.346,negative
,"Oil reserves, crude tie-ups to ensure India’s energy security amid rising border tensions","India’s oil marketing companies on May 9 urged consumers against panic buying, assuring of sufficient fuel stocks to meet country’s energy demand.",https://www.moneycontrol.com/news/business/oil-reserves-crude-tie-ups-to-ensure-india-s-energy-security-amid-rising-border-tensions-13019378.html,MSFT,0.385,neutral
,"Oil reserves, crude tie-ups to ensure India’s energy security amid rising border tensions","India’s oil marketing companies on May 9 urged consumers against panic buying, assuring of sufficient fuel stocks to meet country’s energy demand.",https://www.moneycontrol.com/news/business/oil-reserves-crude-tie-ups-to-ensure-india-s-energy-security-amid-rising-border-tensions-13019378.html,AAPL,0.382,neutral
,"Oil reserves, crude tie-ups to ensure India’s energy security amid rising border tensions","India’s oil marketing companies on May 9 urged consumers against panic buying, assuring of sufficient fuel stocks to meet country’s energy demand.",https://www.moneycontrol.com/news/business/oil-reserves-crude-tie-ups-to-ensure-india-s-energy-security-amid-rising-border-tensions-13019378.html,GOOG,0.379,neutral
,Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,GOOG,0.498,neutral
,Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,MSFT,0.45,neutral
,Virtual Galaxy Infotech IPO remains undersubscribed on day 1,Virtual Galaxy Infotech IPO | The Maharashtra-based IT services and consulting firm aims to Rs 93.29 crore via maiden public issue which comprises of solely fresh issue of 65.7 lakh shares.,https://www.moneycontrol.com/news/business/ipo/virtual-galaxy-infotech-ipo-remains-undersubscribed-on-day-1-13019371.html,AAPL,0.411,neutral
,MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,GOOG,0.434,positive
,MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,MSFT,0.414,positive
,MF flows in April: Equity Funds see 50th straight month of inflows; SIPs hit new record high,"While SIP net inflows hit a new all-time high of Rs 26,632 crore, a total of seven schemes were launched during the month across all open-ended and across categories, raising a total of Rs 350 crore.",https://www.moneycontrol.com/news/business/markets/mf-flows-in-april-equity-funds-see-50th-straight-month-of-inflows-sips-hit-new-record-high-13019370.html,AAPL,0.359,positive
,"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,GOOG,0.522,negative
,"Flipkart, Meesho, Amazon and others get CCPA notice over illegal sale of walkie-talkies amid escalating India-Pakistan tensions","Amazon had 467 listings of walkie-talkies, Flipkart had 314, Meesho had 489 such listings, and 423 such listings were available on TradeIndia, as per a preliminary analysis across platforms which, the CCPA said, was “an alarming volume.”",https://www.moneycontrol.com/news/business/startup/flipkart-meesho-amazon-and-others-get-ccpa-notice-over-illegal-sale-of-walkie-talkies-amid-escalating-india-pakistan-tensions-13019369.html,AAPL,0.466,negative
